Length,flow_duration,inter_arrival_time,label
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3741188510999749,0.0001059999999999,0.0001059999999999,TCP Traffic
-0.3719523605932729,0.038888,0.038888,TCP Traffic
-0.3741188510999749,8.099999999999774e-05,8.099999999999774e-05,TCP Traffic
-0.3737577693488579,0.0990159999999999,0.0990159999999999,TCP Traffic
-0.369785870086571,0.225731,0.225731,TCP Traffic
-0.369785870086571,0.0013040000000001,0.0013040000000001,TCP Traffic
-0.369785870086571,0.1649789999999997,0.1649789999999997,TCP Traffic
-0.3741188510999749,0.0001690000000005,0.0001690000000005,TCP Traffic
-0.3741188510999749,0.0001649999999999,0.0001649999999999,TCP Traffic
-0.3741188510999749,0.0001579999999998,0.0001579999999998,TCP Traffic
1.207419218792421,0.0017139999999997,0.0017139999999997,TCP Traffic
-0.3741188510999749,0.0001500000000005,0.0001500000000005,TCP Traffic
-0.3737577693488579,0.0202409999999995,0.0202409999999995,TCP Traffic
-0.369785870086571,0.0117860000000007,0.0117860000000007,TCP Traffic
-0.3719523605932729,0.1348099999999998,0.1348099999999998,TCP Traffic
-0.3741188510999749,0.000102,0.000102,TCP Traffic
-0.3741188510999749,0.002205,0.002205,TCP Traffic
-0.3741188510999749,0.3358189999999998,0.3358189999999998,TCP Traffic
-0.3737577693488579,0.0269430000000001,0.0269430000000001,TCP Traffic
-0.369785870086571,0.0820559999999996,0.0820559999999996,TCP Traffic
-0.3741188510999749,0.0,0.0,TCP Traffic
-0.3741188510999749,0.0001259999999998,0.0001259999999998,TCP Traffic
-0.3741188510999749,0.0006769999999995,0.0006769999999995,TCP Traffic
-0.369785870086571,0.0004670000000004,0.0004670000000004,TCP Traffic
-0.3741188510999749,0.0093059999999995,0.0093059999999995,TCP Traffic
-0.369785870086571,0.2162570000000006,0.2162570000000006,TCP Traffic
-0.3741188510999749,0.0001309999999996,0.0001309999999996,TCP Traffic
0.124173965441465,0.0026359999999998,0.0026359999999998,TCP Traffic
-0.3719523605932729,0.2229470000000004,0.2229470000000004,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3737577693488579,0.0129219999999996,0.0129219999999996,TCP Traffic
-0.369785870086571,0.0029669999999999,0.0029669999999999,TCP Traffic
-0.3719523605932729,0.183802,0.183802,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3741188510999749,0.0434670000000005,0.0434670000000005,TCP Traffic
-0.3719523605932729,0.1776449999999991,0.1776449999999991,TCP Traffic
-0.3741188510999749,0.0506229999999998,0.0506229999999998,TCP Traffic
0.1357285814772086,0.2903280000000006,0.2903280000000006,TCP Traffic
0.1357285814772086,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0121989999999998,0.0121989999999998,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3741188510999749,0.0414810000000001,0.0414810000000001,TCP Traffic
-0.3741188510999749,0.0001179999999996,0.0001179999999996,TCP Traffic
-0.3719523605932729,0.0140590000000004,0.0140590000000004,TCP Traffic
-0.3737577693488579,0.2062160000000004,0.2062160000000004,TCP Traffic
-0.369785870086571,0.0925699999999993,0.0925699999999993,TCP Traffic
-0.3737577693488579,0.0596199999999988,0.0596199999999988,TCP Traffic
-0.3737577693488579,7.599999999996498e-05,7.599999999996498e-05,TCP Traffic
-0.3737577693488579,2.0000000001019203e-05,2.0000000001019203e-05,TCP Traffic
-0.369785870086571,0.0133189999999991,0.0133189999999991,TCP Traffic
-0.369785870086571,0.0310970000000008,0.0310970000000008,TCP Traffic
-0.369785870086571,0.0,0.0,TCP Traffic
-0.3737577693488579,0.8155469999999987,0.8155469999999987,TCP Traffic
-0.369785870086571,0.0128289999999999,0.0128289999999999,TCP Traffic
0.1357285814772086,0.4958169999999988,0.4958169999999988,TCP Traffic
0.1357285814772086,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0126239999999988,0.0126239999999988,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3741188510999749,7.799999999846818e-05,7.799999999846818e-05,TCP Traffic
-0.3719523605932729,0.0102799999999998,0.0102799999999998,TCP Traffic
-0.3737577693488579,0.0943310000000003,0.0943310000000003,TCP Traffic
-0.369785870086571,0.0120520000000006,0.0120520000000006,TCP Traffic
-0.3737577693488579,1.535499999999999,1.535499999999999,TCP Traffic
-0.369785870086571,0.0142330000000008,0.0142330000000008,TCP Traffic
-0.369785870086571,0.3995420000000003,0.3995420000000003,TCP Traffic
-0.369785870086571,0.0122319999999991,0.0122319999999991,TCP Traffic
-0.3741188510999749,0.0001430000000013,0.0001430000000013,TCP Traffic
0.1357285814772086,0.0026519999999994,0.0026519999999994,TCP Traffic
-0.3719523605932729,0.0114619999999998,0.0114619999999998,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3741188510999749,5.9000000000253294e-05,5.9000000000253294e-05,TCP Traffic
-0.3719523605932729,0.0163419999999998,0.0163419999999998,TCP Traffic
-0.3719523605932729,0.0124570000000012,0.0124570000000012,TCP Traffic
-0.3741188510999749,0.0421230000000001,0.0421230000000001,TCP Traffic
-0.3737577693488579,0.812754,0.812754,TCP Traffic
-0.369785870086571,0.0117089999999997,0.0117089999999997,TCP Traffic
-0.370146951837688,0.4582049999999995,0.4582049999999995,TCP Traffic
-0.370146951837688,0.0870709999999999,0.0870709999999999,TCP Traffic
-0.3741188510999749,0.0551399999999997,0.0551399999999997,TCP Traffic
-0.3741188510999749,0.0486769999999996,0.0486769999999996,TCP Traffic
-0.3737577693488579,0.174847999999999,0.174847999999999,TCP Traffic
-0.369785870086571,0.0113760000000002,0.0113760000000002,TCP Traffic
-0.3737577693488579,0.0103739999999987,0.0103739999999987,TCP Traffic
-0.369785870086571,0.0085480000000011,0.0085480000000011,TCP Traffic
-0.3625642350642313,1.6023020000000017,1.6023020000000017,UDP Traffic
-0.3719523605932729,0.2248400000000003,0.2248400000000003,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3719523605932729,0.0,0.0,TCP Traffic
-0.3741188510999749,0.0001169999999994,0.0001169999999994,TCP Traffic
-0.369785870086571,0.0975350000000006,0.0975350000000006,TCP Traffic
-0.3719523605932729,0.164829000000001,0.164829000000001,TCP Traffic
-0.369785870086571,0.0098939999999991,0.0098939999999991,TCP Traffic
-0.3741188510999749,0.0001759999999997,0.0001759999999997,TCP Traffic
-0.3741188510999749,0.0001749999999987,0.0001749999999987,TCP Traffic
-0.3741188510999749,0.0001099999999993,0.0001099999999993,TCP Traffic
-0.3719523605932729,0.171208,0.171208,TCP Traffic
-0.3741188510999749,0.000198000000001,0.000198000000001,TCP Traffic
-0.3719523605932729,0.2550300000000014,0.2550300000000014,TCP Traffic
-0.3719523605932729,0.1900569999999994,0.1900569999999994,TCP Traffic
-0.3741188510999749,0.0001100000000029,0.0001100000000029,TCP Traffic
-0.3741188510999749,0.0483520000000012,0.0483520000000012,TCP Traffic
