"No.","Time","Source","Destination","Protocol","Length","Info"
"8978","76.693124","rr2.sn-o3o-itqz.googlevideo.com","FioImma.local","TCP","1479","443  >  54867 [PSH, ACK] Seq=2130280 Ack=13322 Win=106496 Len=1425 [TCP PDU reassembled in 8979]"
"8979","76.693124","rr2.sn-o3o-itqz.googlevideo.com","FioImma.local","TLSv1.3","7354","Application Data"
"8980","76.693171","FioImma.local","rr2.sn-o3o-itqz.googlevideo.com","TCP","54","54867  >  443 [ACK] Seq=13322 Ack=2139005 Win=1051136 Len=0"
"8981","76.693884","rr2.sn-o3o-itqz.googlevideo.com","FioImma.local","TCP","4434","443  >  54867 [ACK] Seq=2139005 Ack=13322 Win=106496 Len=4380 [TCP PDU reassembled in 8985]"
"8982","76.693913","FioImma.local","rr2.sn-o3o-itqz.googlevideo.com","TCP","54","54867  >  443 [ACK] Seq=13322 Ack=2143385 Win=1051136 Len=0"
"8983","76.694491","rr2.sn-o3o-itqz.googlevideo.com","FioImma.local","TCP","2974","443  >  54867 [ACK] Seq=2143385 Ack=13322 Win=106496 Len=2920 [TCP PDU reassembled in 8985]"
"8984","76.694491","rr2.sn-o3o-itqz.googlevideo.com","FioImma.local","TCP","1366","443  >  54867 [PSH, ACK] Seq=2146305 Ack=13322 Win=106496 Len=1312 [TCP PDU reassembled in 8985]"
"8985","76.694491","rr2.sn-o3o-itqz.googlevideo.com","FioImma.local","TLSv1.3","1023","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"8986","76.694529","FioImma.local","rr2.sn-o3o-itqz.googlevideo.com","TCP","54","54867  >  443 [ACK] Seq=13322 Ack=2148586 Win=1051136 Len=0"
"8987","77.184551","FioImma.local","play.google.com","TCP","55","[TCP Keep-Alive] 54803  >  443 [ACK] Seq=6251 Ack=3194 Win=130048 Len=1"
"8988","77.196629","play.google.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54803 [ACK] Seq=3194 Ack=6252 Win=79872 Len=0 SLE=6251 SRE=6252"
"8989","77.477673","FioImma.local","maa03s41-in-f14.1e100.net","TCP","1466","54642  >  443 [ACK] Seq=98275 Ack=109519 Win=512 Len=1412 [TCP PDU reassembled in 8990]"
"8990","77.477673","FioImma.local","maa03s41-in-f14.1e100.net","TLSv1.2","1114","Application Data"
"8991","77.477845","FioImma.local","maa03s41-in-f14.1e100.net","TLSv1.2","116","Application Data"
"8992","77.489473","maa03s41-in-f14.1e100.net","FioImma.local","TCP","60","443  >  54642 [ACK] Seq=109519 Ack=99687 Win=2048 Len=0"
"8993","77.489473","maa03s41-in-f14.1e100.net","FioImma.local","TCP","60","443  >  54642 [ACK] Seq=109519 Ack=100747 Win=2048 Len=0"
"8994","77.489473","maa03s41-in-f14.1e100.net","FioImma.local","TCP","60","443  >  54642 [ACK] Seq=109519 Ack=100809 Win=2048 Len=0"
"8995","77.574331","maa03s41-in-f14.1e100.net","FioImma.local","TLSv1.2","919","Application Data"
"8996","77.574331","maa03s41-in-f14.1e100.net","FioImma.local","TLSv1.2","344","Application Data"
"8997","77.574331","maa03s41-in-f14.1e100.net","FioImma.local","TLSv1.2","325","Application Data"
"8998","77.574331","maa03s41-in-f14.1e100.net","FioImma.local","TLSv1.2","85","Application Data"
"8999","77.574331","maa03s41-in-f14.1e100.net","FioImma.local","TLSv1.2","93","Application Data"
"9000","77.574428","FioImma.local","maa03s41-in-f14.1e100.net","TCP","54","54642  >  443 [ACK] Seq=100809 Ack=111015 Win=512 Len=0"
"9001","77.577636","FioImma.local","maa03s41-in-f14.1e100.net","TLSv1.2","93","Application Data"
"9002","77.598144","ab.chatgpt.com","FioImma.local","TLSv1.2","1305","Application Data"
"9003","77.598144","ab.chatgpt.com","FioImma.local","TLSv1.2","99","Application Data"
"9004","77.598144","ab.chatgpt.com","FioImma.local","TLSv1.2","85","Application Data"
"9005","77.598261","FioImma.local","ab.chatgpt.com","TCP","54","54679  >  443 [ACK] Seq=290706 Ack=4467974 Win=2051 Len=0"
"9006","77.605368","maa03s41-in-f14.1e100.net","FioImma.local","TCP","60","443  >  54642 [ACK] Seq=111015 Ack=100848 Win=2048 Len=0"
"9007","77.642383","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=290706 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9010]"
"9008","77.642383","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=292106 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9010]"
"9009","77.642383","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=293506 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9010]"
"9010","77.642383","FioImma.local","ab.chatgpt.com","TLSv1.2","1432","Application Data"
"9011","77.642465","FioImma.local","ab.chatgpt.com","TLSv1.2","599","Application Data"
"9012","77.692502","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=296829 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9015]"
"9013","77.692502","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=298229 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9015]"
"9014","77.692502","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=299629 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9015]"
"9015","77.692502","FioImma.local","ab.chatgpt.com","TLSv1.2","352","Application Data"
"9016","77.692713","FioImma.local","ab.chatgpt.com","TCP","1454","54679  >  443 [ACK] Seq=301327 Ack=4467974 Win=2051 Len=1400 [TCP PDU reassembled in 9017]"
"9017","77.692713","FioImma.local","ab.chatgpt.com","TLSv1.2","110","Application Data"
"9018","77.701241","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=293506 Win=64 Len=0"
"9019","77.701241","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=296284 Win=64 Len=0"
"9020","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=296829 Win=64 Len=0"
"9021","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=298229 Win=64 Len=0"
"9022","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=299629 Win=64 Len=0"
"9023","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=301029 Win=64 Len=0"
"9024","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=301327 Win=64 Len=0"
"9025","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=302727 Win=64 Len=0"
"9026","77.742631","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54679 [ACK] Seq=4467974 Ack=302783 Win=64 Len=0"
"9027","77.811593","FioImma.local","ab.chatgpt.com","TLSv1.2","137","Application Data"
"9028","77.811726","FioImma.local","ab.chatgpt.com","TLSv1.2","1325","Application Data"
"9029","77.844490","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54680 [ACK] Seq=7568 Ack=107635 Win=64 Len=0"
"9030","77.844490","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54680 [ACK] Seq=7568 Ack=108906 Win=64 Len=0"
"9031","77.894795","ab.chatgpt.com","FioImma.local","TLSv1.2","553","Application Data"
"9032","77.894795","ab.chatgpt.com","FioImma.local","TLSv1.2","101","Application Data"
"9033","77.894795","ab.chatgpt.com","FioImma.local","TLSv1.2","85","Application Data"
"9034","77.894929","FioImma.local","ab.chatgpt.com","TCP","54","54680  >  443 [ACK] Seq=108906 Ack=8145 Win=509 Len=0"
"9035","77.897134","FioImma.local","ab.chatgpt.com","TLSv1.2","89","Application Data"
"9036","77.925547","ab.chatgpt.com","FioImma.local","TCP","60","443  >  54680 [ACK] Seq=8145 Ack=108941 Win=64 Len=0"
"9037","77.960367","FioImma.local","184.87.190.35.bc.googleusercontent.com","TCP","55","[TCP Keep-Alive] 54666  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"9038","77.990555","184.87.190.35.bc.googleusercontent.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54666 [ACK] Seq=1 Ack=2 Win=378 Len=0 SLE=1 SRE=2"
"9039","77.995252","ab.chatgpt.com","FioImma.local","TLSv1.2","452","Application Data"
"9040","78.016336","ab.chatgpt.com","FioImma.local","TLSv1.2","105","Application Data"
"9041","78.016336","ab.chatgpt.com","FioImma.local","TLSv1.2","85","Application Data"
"9042","78.016336","ab.chatgpt.com","FioImma.local","TLSv1.2","372","Application Data"
"9043","78.016336","ab.chatgpt.com","FioImma.local","TLSv1.2","101","Application Data"
"9044","78.016336","ab.chatgpt.com","FioImma.local","TLSv1.2","85","Application Data"
"9045","78.016470","FioImma.local","ab.chatgpt.com","TCP","54","54679  >  443 [ACK] Seq=302783 Ack=4468850 Win=2056 Len=0"
"9046","78.155366","ec2-35-174-127-31.compute-1.amazonaws.com","FioImma.local","TLSv1.2","78","Application Data"
"9047","78.155766","FioImma.local","ec2-35-174-127-31.compute-1.amazonaws.com","TLSv1.2","82","Application Data"
"9048","78.402952","FioImma.local","192.168.1.255","UDP","86","57621  >  57621 Len=44"
"9049","78.456652","ec2-35-174-127-31.compute-1.amazonaws.com","FioImma.local","TCP","60","443  >  54503 [ACK] Seq=1355 Ack=1363 Win=814 Len=0"
"9050","79.259147","FioImma.local","mars.octa.edu","DNS","79","Standard query 0x9921 A accounts.google.com"
"9051","79.259531","FioImma.local","mars.octa.edu","DNS","79","Standard query 0x5bc9 HTTPS accounts.google.com"
"9052","79.285535","mars.octa.edu","FioImma.local","DNS","95","Standard query response 0x9921 A accounts.google.com A 64.233.170.84"
"9053","79.285535","mars.octa.edu","FioImma.local","DNS","129","Standard query response 0x5bc9 HTTPS accounts.google.com SOA ns1.google.com"
"9054","79.286440","FioImma.local","accounts.google.com","TCP","66","54872  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"9055","79.331841","accounts.google.com","FioImma.local","TCP","66","443  >  54872 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"9056","79.331987","FioImma.local","accounts.google.com","TCP","54","54872  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"9057","79.334005","FioImma.local","accounts.google.com","TCP","1466","54872  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 9058]"
"9058","79.334005","FioImma.local","accounts.google.com","TLSv1.3","894","Client Hello (SNI=accounts.google.com)"
"9059","79.376413","accounts.google.com","FioImma.local","TCP","60","443  >  54872 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"9060","79.376413","accounts.google.com","FioImma.local","TCP","60","443  >  54872 [ACK] Seq=1 Ack=2253 Win=71424 Len=0"
"9061","79.379084","accounts.google.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"9062","79.379084","accounts.google.com","FioImma.local","TLSv1.3","110","Application Data"
"9063","79.379182","FioImma.local","accounts.google.com","TCP","54","54872  >  443 [ACK] Seq=2253 Ack=1469 Win=131072 Len=0"
"9064","79.391138","FioImma.local","accounts.google.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"9065","79.391531","FioImma.local","accounts.google.com","TLSv1.3","146","Application Data"
"9066","79.392031","FioImma.local","accounts.google.com","TCP","1466","54872  >  443 [ACK] Seq=2419 Ack=1469 Win=131072 Len=1412 [TCP PDU reassembled in 9068]"
"9067","79.392031","FioImma.local","accounts.google.com","TCP","1466","54872  >  443 [ACK] Seq=3831 Ack=1469 Win=131072 Len=1412 [TCP PDU reassembled in 9068]"
"9068","79.392031","FioImma.local","accounts.google.com","TLSv1.3","348","Application Data"
"9069","79.392114","FioImma.local","accounts.google.com","TLSv1.3","111","Application Data"
"9070","79.435644","accounts.google.com","FioImma.local","TLSv1.3","1022","Application Data, Application Data"
"9071","79.435644","accounts.google.com","FioImma.local","TLSv1.3","85","Application Data"
"9072","79.435644","accounts.google.com","FioImma.local","TCP","60","443  >  54872 [ACK] Seq=2468 Ack=5243 Win=77056 Len=0"
"9073","79.435644","accounts.google.com","FioImma.local","TCP","60","443  >  54872 [ACK] Seq=2468 Ack=5594 Win=79872 Len=0"
"9074","79.435773","FioImma.local","accounts.google.com","TCP","54","54872  >  443 [ACK] Seq=5594 Ack=2468 Win=130304 Len=0"
"9075","79.436485","FioImma.local","accounts.google.com","TLSv1.3","85","Application Data"
"9076","79.486266","accounts.google.com","FioImma.local","TCP","60","443  >  54872 [ACK] Seq=2468 Ack=5625 Win=79872 Len=0"
"9077","79.488076","accounts.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"9078","79.488076","accounts.google.com","FioImma.local","TLSv1.3","241","Application Data"
"9079","79.488076","accounts.google.com","FioImma.local","TLSv1.3","365","Application Data, Application Data, Application Data"
"9080","79.488076","accounts.google.com","FioImma.local","TLSv1.3","93","Application Data"
"9081","79.488181","FioImma.local","accounts.google.com","TCP","54","54872  >  443 [ACK] Seq=5625 Ack=4417 Win=131072 Len=0"
"9082","79.489217","FioImma.local","accounts.google.com","TLSv1.3","93","Application Data"
"9083","79.536912","accounts.google.com","FioImma.local","TCP","60","443  >  54872 [ACK] Seq=4417 Ack=5664 Win=79872 Len=0"
"9084","79.552214","FioImma.local","ab.chatgpt.com","TCP","55","[TCP Keep-Alive] 54804  >  443 [ACK] Seq=10033 Ack=2997 Win=130304 Len=1"
"9085","79.594344","ab.chatgpt.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54804 [ACK] Seq=2997 Ack=10034 Win=98304 Len=0 SLE=10033 SRE=10034"
"9086","79.918632","FioImma.local","gce-beacons.gcp.gvt2.com","TCP","55","[TCP Keep-Alive] 54769  >  443 [ACK] Seq=511 Ack=159 Win=515 Len=1"
"9087","79.999851","gce-beacons.gcp.gvt2.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54769 [ACK] Seq=159 Ack=512 Win=249 Len=0 SLE=511 SRE=512"
"9088","80.031707","s.gravatar.com","FioImma.local","TLSv1.3","93","Application Data"
"9089","80.031707","s.gravatar.com","FioImma.local","TLSv1.3","78","Application Data"
"9090","80.031707","s.gravatar.com","FioImma.local","TCP","54","443  >  54863 [FIN, ACK] Seq=1023 Ack=2713 Win=42496 Len=0"
"9091","80.031802","FioImma.local","s.gravatar.com","TCP","54","54863  >  443 [ACK] Seq=2713 Ack=1024 Win=130304 Len=0"
"9092","80.032400","FioImma.local","s.gravatar.com","TCP","54","54863  >  443 [FIN, ACK] Seq=2713 Ack=1024 Win=130304 Len=0"
"9093","80.070121","s.gravatar.com","FioImma.local","TCP","54","443  >  54863 [ACK] Seq=1024 Ack=2714 Win=42496 Len=0"
"9094","80.276400","FioImma.local","ab.chatgpt.com","TCP","55","[TCP Keep-Alive] 54805  >  443 [ACK] Seq=23677 Ack=6140 Win=130304 Len=1 [TCP PDU reassembled in 598]"
"9095","80.290565","ab.chatgpt.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54805 [ACK] Seq=6140 Ack=23678 Win=131072 Len=0 SLE=23677 SRE=23678"
"9096","80.402134","FioImma.local","safebrowsing.googleapis.com","TCP","55","[TCP Keep-Alive] 54806  >  443 [ACK] Seq=4425 Ack=3466 Win=130560 Len=1"
"9097","80.414553","safebrowsing.googleapis.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54806 [ACK] Seq=3466 Ack=4426 Win=78080 Len=0 SLE=4425 SRE=4426"
"9098","80.684993","FioImma.local","cdn.parsely.com","TCP","55","[TCP Keep-Alive] 54807  >  443 [ACK] Seq=2505 Ack=843 Win=131584 Len=1"
"9099","80.700209","cdn.parsely.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54807 [ACK] Seq=843 Ack=2506 Win=74240 Len=0 SLE=2505 SRE=2506"
"9100","80.843802","FioImma.local","d2jj6g4vsh8eh.cloudfront.net","TCP","55","[TCP Keep-Alive] 54812  >  443 [ACK] Seq=3621 Ack=4292 Win=132352 Len=1"
"9101","80.868935","FioImma.local","www3.l.google.com","TCP","55","[TCP Keep-Alive] 54811  >  443 [ACK] Seq=4898 Ack=21455 Win=131072 Len=1"
"9102","80.882283","www3.l.google.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54811 [ACK] Seq=21455 Ack=4899 Win=77056 Len=0 SLE=4898 SRE=4899"
"9103","80.890505","d2jj6g4vsh8eh.cloudfront.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54812 [ACK] Seq=4292 Ack=3622 Win=80384 Len=0 SLE=3621 SRE=3622"
"9104","81.005215","FioImma.local","102.221.186.35.bc.googleusercontent.com","TCP","55","[TCP Keep-Alive] 54633  >  443 [ACK] Seq=791 Ack=405 Win=511 Len=1"
"9105","81.017867","102.221.186.35.bc.googleusercontent.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54633 [ACK] Seq=405 Ack=792 Win=356 Len=0 SLE=791 SRE=792"
"9106","81.018636","FioImma.local","d2gt2ux04o03l1.cloudfront.net","TCP","55","[TCP Keep-Alive] 54809  >  443 [ACK] Seq=2755 Ack=1676 Win=132352 Len=1"
"9107","81.030752","d2gt2ux04o03l1.cloudfront.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54809 [ACK] Seq=1676 Ack=2756 Win=77312 Len=0 SLE=2755 SRE=2756"
"9108","81.202509","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TCP","55","[TCP Keep-Alive] 54810  >  443 [ACK] Seq=2380 Ack=3995 Win=132352 Len=1"
"9109","81.242527","FioImma.local","ieee.hum.works","TCP","55","[TCP Keep-Alive] 54817  >  443 [ACK] Seq=2723 Ack=1107 Win=130048 Len=1"
"9110","81.252662","ieee.hum.works","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54817 [ACK] Seq=1107 Ack=2724 Win=74240 Len=0 SLE=2723 SRE=2724"
"9111","81.331829","FioImma.local","googlehosted.l.googleusercontent.com","TCP","55","[TCP Keep-Alive] 54818  >  443 [ACK] Seq=3023 Ack=2829 Win=129792 Len=1"
"9112","81.344161","googlehosted.l.googleusercontent.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54818 [ACK] Seq=2829 Ack=3024 Win=74240 Len=0 SLE=3023 SRE=3024"
"9113","81.425301","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54810 [ACK] Seq=3995 Ack=2381 Win=524288 Len=0 SLE=2380 SRE=2381"
"9114","81.518901","FioImma.local","h3.shared.global.fastly.net","TCP","55","[TCP Keep-Alive] 54823  >  443 [ACK] Seq=2514 Ack=5391 Win=130560 Len=1"
"9115","81.527194","FioImma.local","fonts.gstatic.com","TCP","55","[TCP Keep-Alive] 54822  >  443 [ACK] Seq=2487 Ack=22789 Win=131072 Len=1"
"9116","81.532366","h3.shared.global.fastly.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54823 [ACK] Seq=5391 Ack=2515 Win=155136 Len=0 SLE=2514 SRE=2515"
"9117","81.537639","fonts.gstatic.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54822 [ACK] Seq=22789 Ack=2488 Win=74240 Len=0 SLE=2487 SRE=2488"
"9118","81.736518","FioImma.local","scholar.l.google.com","TCP","55","[TCP Keep-Alive] 54813  >  443 [ACK] Seq=3827 Ack=7020 Win=130560 Len=1"
"9119","81.736596","FioImma.local","dcs-public-edge-ind1-566352572.ap-south-1.elb.amazonaws.com","TCP","55","[TCP Keep-Alive] 54825  >  443 [ACK] Seq=2726 Ack=8189 Win=131328 Len=1"
"9120","81.746976","scholar.l.google.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54813 [ACK] Seq=7020 Ack=3828 Win=77056 Len=0 SLE=3827 SRE=3828"
"9121","81.775082","dcs-public-edge-ind1-566352572.ap-south-1.elb.amazonaws.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54825 [ACK] Seq=8189 Ack=2727 Win=50688 Len=0 SLE=2726 SRE=2727"
"9122","81.832246","FioImma.local","www.gstatic.com","TCP","55","[TCP Keep-Alive] 54816  >  443 [ACK] Seq=6628 Ack=190656 Win=131072 Len=1"
"9123","81.832314","FioImma.local","cm.everesttech.net.akadns.net","TCP","55","[TCP Keep-Alive] 54826  >  443 [ACK] Seq=2633 Ack=6105 Win=130560 Len=1"
"9124","81.843775","www.gstatic.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54816 [ACK] Seq=190656 Ack=6629 Win=85504 Len=0 SLE=6628 SRE=6629"
"9125","81.872739","FioImma.local","dzfq4ouujrxm8.cloudfront.net","TCP","55","[TCP Keep-Alive] 54815  >  443 [ACK] Seq=2643 Ack=7057 Win=131072 Len=1"
"9126","81.872824","FioImma.local","dcs-public-edge-ind1-566352572.ap-south-1.elb.amazonaws.com","TCP","55","[TCP Keep-Alive] 54821  >  443 [ACK] Seq=3022 Ack=6462 Win=131328 Len=1"
"9127","81.881262","FioImma.local","d2gt2ux04o03l1.cloudfront.net","TCP","55","[TCP Keep-Alive] 54820  >  443 [ACK] Seq=2850 Ack=1658 Win=132352 Len=1"
"9128","81.881561","cm.everesttech.net.akadns.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54826 [ACK] Seq=6105 Ack=2634 Win=50688 Len=0 SLE=2633 SRE=2634"
"9129","81.886875","dzfq4ouujrxm8.cloudfront.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54815 [ACK] Seq=7057 Ack=2644 Win=74240 Len=0 SLE=2643 SRE=2644"
"9130","81.892306","d2gt2ux04o03l1.cloudfront.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54820 [ACK] Seq=1658 Ack=2851 Win=77312 Len=0 SLE=2850 SRE=2851"
"9131","81.896797","FioImma.local","securepubads.g.doubleclick.net","TCP","55","[TCP Keep-Alive] 54828  >  443 [ACK] Seq=3652 Ack=2841 Win=129792 Len=1"
"9132","81.906580","securepubads.g.doubleclick.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54828 [ACK] Seq=2841 Ack=3653 Win=77056 Len=0 SLE=3652 SRE=3653"
"9133","81.912544","dcs-public-edge-ind1-566352572.ap-south-1.elb.amazonaws.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54821 [ACK] Seq=6462 Ack=3023 Win=68608 Len=0 SLE=3022 SRE=3023"
"9134","81.940633","FioImma.local","threat.api.mcafee.net","TCP","55","[TCP Keep-Alive] 54829  >  443 [ACK] Seq=3447 Ack=6847 Win=131072 Len=1 [TCP PDU reassembled in 1584]"
"9135","81.987801","threat.api.mcafee.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54829 [ACK] Seq=6847 Ack=3448 Win=53248 Len=0 SLE=3447 SRE=3448"
"9136","82.035506","FioImma.local","pagead-googlehosted.l.google.com","TCP","55","[TCP Keep-Alive] 54830  >  443 [ACK] Seq=2802 Ack=9980 Win=131072 Len=1"
"9137","82.046602","pagead-googlehosted.l.google.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54830 [ACK] Seq=9980 Ack=2803 Win=74240 Len=0 SLE=2802 SRE=2803"
"9138","82.124999","FioImma.local","securepubads.g.doubleclick.net","TCP","55","[TCP Keep-Alive] 54814  >  443 [ACK] Seq=11909 Ack=233937 Win=130560 Len=1"
"9139","82.125091","FioImma.local","pagead2.googlesyndication.com","TCP","55","[TCP Keep-Alive] 54831  >  443 [ACK] Seq=2608 Ack=7122 Win=131072 Len=1"
"9140","82.135905","securepubads.g.doubleclick.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54814 [ACK] Seq=233937 Ack=11910 Win=96768 Len=0 SLE=11909 SRE=11910"
"9141","82.135905","pagead2.googlesyndication.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54831 [ACK] Seq=7122 Ack=2609 Win=74240 Len=0 SLE=2608 SRE=2609"
"9142","82.266477","FioImma.local","www.google.com","TCP","55","[TCP Keep-Alive] 54833  >  443 [ACK] Seq=3676 Ack=2893 Win=131072 Len=1"
"9143","82.278180","www.google.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54833 [ACK] Seq=2893 Ack=3677 Win=74240 Len=0 SLE=3676 SRE=3677"
"9144","82.455368","FioImma.local","tpc.googlesyndication.com","TCP","55","[TCP Keep-Alive] 54836  >  443 [ACK] Seq=1873 Ack=6365 Win=130304 Len=1"
"9145","82.467615","tpc.googlesyndication.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54836 [ACK] Seq=6365 Ack=1874 Win=71424 Len=0 SLE=1873 SRE=1874"
"9146","82.568602","FioImma.local","1.80.190.35.bc.googleusercontent.com","TCP","55","[TCP Keep-Alive] 54715  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1"
"9147","82.577122","FioImma.local","www.googleadservices.com","TCP","55","[TCP Keep-Alive] 54837  >  443 [ACK] Seq=3547 Ack=2951 Win=131072 Len=1"
"9148","82.579974","1.80.190.35.bc.googleusercontent.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54715 [ACK] Seq=1 Ack=2 Win=411 Len=0 SLE=1 SRE=2"
"9149","82.586602","www.googleadservices.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54837 [ACK] Seq=2951 Ack=3548 Win=77056 Len=0 SLE=3547 SRE=3548"
"9150","82.605959","FioImma.local","securepubads.g.doubleclick.net","TCP","55","[TCP Keep-Alive] 54838  >  443 [ACK] Seq=4389 Ack=3402 Win=131072 Len=1"
"9151","82.617081","securepubads.g.doubleclick.net","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54838 [ACK] Seq=3402 Ack=4390 Win=77056 Len=0 SLE=4389 SRE=4390"
"9152","82.642807","192.168.1.1","all-systems.mcast.net","IGMPv3","50","Membership Query, general"
"9153","82.684470","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TCP","55","[TCP Keep-Alive] 54824  >  443 [ACK] Seq=3169 Ack=4360 Win=131840 Len=1"
"9154","82.776271","FioImma.local","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"9155","82.914752","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54824 [ACK] Seq=4360 Ack=3170 Win=524288 Len=0 SLE=3169 SRE=3170"
"9156","82.984662","FioImma.local","tpc.googlesyndication.com","TCP","55","[TCP Keep-Alive] 54835  >  443 [ACK] Seq=3259 Ack=230699 Win=262400 Len=1"
"9157","82.997194","tpc.googlesyndication.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54835 [ACK] Seq=230699 Ack=3260 Win=74240 Len=0 SLE=3259 SRE=3260"
"9158","83.085163","FioImma.local","22.224.186.35.bc.googleusercontent.com","TCP","55","[TCP Keep-Alive] 54599  >  443 [ACK] Seq=899 Ack=3672 Win=512 Len=1"
"9159","83.096414","22.224.186.35.bc.googleusercontent.com","FioImma.local","TCP","66","[TCP Keep-Alive ACK] 443  >  54599 [ACK] Seq=3672 Ack=900 Win=489 Len=0 SLE=899 SRE=900"
